,end_effector_x,end_effector_y,link_01_rotation,link_02_rotation,link_03_rotation
0,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
1,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
2,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
3,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
4,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
5,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
6,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
7,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
8,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
9,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
10,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
11,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
12,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
13,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
14,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
15,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
16,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
17,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
18,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
19,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
20,2.1209259033203125,2.1216697692871094,225.27153542269295,179.37657416334196,0.46239003970981746
